input,taxid,taxon,tax_rank,tax_division,parentid,parentname,specimenrecords,representitive_image.image,representitive_image.apectratio,taxonrep
Pinnixa schmitti,722673,Pinnixa schmitti,species,Animalia,299388,Pinnixa,3,NA,NA,Pinnixa schmitti
Pinnixa tomentosa,993126,Pinnixa tomentosa,species,Animalia,299388,Pinnixa,1,NA,NA,NA
Pinnixa tubicola,722657,Pinnixa tubicola,species,Animalia,299388,Pinnixa,1,NA,NA,NA
Piromis,299365,Piromis,genus,Animalia,125434,Flabelligeridae,2,CMBIA/DSC_1125+1288127366.jpg,2.092,NA
Pisione,572429,Pisione,genus,Animalia,29425,Sigalionidae,22,POLNB/ZMBN_125343+1543257362.JPG,1.333,NA
Pisione remota,572430,Pisione remota,species,Animalia,572429,Pisione,4,POLNB/ZMBN_114296_zerene+1487875496.JPG,1.333,Pisione remota
Pista,164285,Pista,genus,Animalia,100790,Terebellinae,284,CCANN/08PROBE_0549+1219851002.JPG,1.499,Pista
Pista brevibranchiata,299373,Pista brevibranchiata,species,Animalia,164285,Pista,17,CMBIA/DSC_1208+1288127402.jpg,1.517,Pista brevibranchiata
Pista maculata,257182,Pista maculata,species,Animalia,164285,Pista,13,CCANN/08PROBE_0549+1219851002.JPG,1.499,Pista maculata
Pista estevanica,370474,Pista estevanica,species,Animalia,164285,Pista,7,CMBIA/00279Pista_estevanicaVentralVRR+1323113962.jpg,1.333,Pista estevanica
Pista wui,205820,Pista wui,species,Animalia,164285,Pista,19,BCPOL/BAMPOL0322+1217002298.JPG,1.584,Pista wui
Plakosyllis,714375,Plakosyllis,genus,Animalia,214475,Syllinae,2,NA,NA,NA
Platymera gaudichaudii,277610,Platymera gaudichaudii,species,Animalia,277609,Platymera,11,LACSA/DNA_trawl_invert_Platymera_gaudichaudi_T1-61_plate_1_cell_E5Corr+1287606484.jpg,1.333,Platymera gaudichaudii
Platynereis bicanaliculata,205751,Platynereis bicanaliculata,species,Animalia,30440,Platynereis,122,BCPOL/BAMPOL0004+1217005514.JPG,1.499,Platynereis bicanaliculata
Pleurobranchaea californica,293123,Pleurobranchaea californica,species,Animalia,149545,Pleurobranchaea,4,DISA/4047_DISCO4047_dor_2017_11_01_11_44_27_[C]+1509551110.jpg,1.499,Pleurobranchaea californica
Pleurogonium,306781,Pleurogonium,genus,Animalia,296134,Paramunnidae,19,CAISN/BIOUG01748-H05A+1374234856.jpg,1.32,Pleurogonium
Pleusymtes subglaber,370418,Pleusymtes subglaber,species,Animalia,370417,Pleusymtes,1,CMBIA/00138Pleusymtes_subglaberVRRWScale+1321990446.jpg,1.333,Pleusymtes subglaber
Pliocardia stearnsii,901504,Pliocardia stearnsii,species,Animalia,756906,Pliocardia,1,NA,NA,NA
Plumularia,390483,Plumularia,genus,Animalia,85259,Plumulariidae,134,POIMB/dOIMB_03288a+1569520316.jpg,1.149,Plumularia
Podarkeopsis,205753,Podarkeopsis,genus,Animalia,25266,Hesionidae,20,LHABC/BIOUG48554_A10.1+1640369956.jpg,1.502,Podarkeopsis
Podarkeopsis glabrus,385907,Podarkeopsis glabrus,species,Animalia,205753,Podarkeopsis,8,LHABC/BIOUG48554_A09.1+1640369835.jpg,1.502,Podarkeopsis glabrus
Podarkeopsis perkinsi,1132746,Podarkeopsis perkinsi,species,Animalia,205753,Podarkeopsis,1,LHABC/BIOUG48554_A10.1+1640369956.jpg,1.502,Podarkeopsis perkinsi
Podocerus,739796,Podocerus,genus,Animalia,142579,Podoceridae,149,ZPC/bioug01207-b02+1386096810.jpg,1.333,Podocerus
Podocerus brasiliensis,753986,Podocerus brasiliensis,species,Animalia,739796,Podocerus,25,FLTWO/FTP_1534_5+1449516434.JPG,1.499,Podocerus brasiliensis
Podocerus cristatus,803362,Podocerus cristatus,species,Animalia,739796,Podocerus,83,BHAK/dHAKB_01493a+1646090857.jpg,1.205,Podocerus cristatus
Poecilochaetus,370475,Poecilochaetus,genus,Animalia,125428,Poecilochaetidae,72,MIWAP/UMBergen_MBOWA_miwa206+1395146654.JPG,1.499,Poecilochaetus
Poecilochaetus martini,893605,Poecilochaetus martini,species,Animalia,370475,Poecilochaetus,4,"DISA/3703_DISCO3703_2018_10_04_13_19_17_[B,Radius9,Smoothing4]+1538687972.jpg",1.499,Poecilochaetus martini
Pogonophora,316322,Pogonophora,genus,Plantae,406669,Peraceae,5,TCAFR/GD1113_DSC00594+1311121298.jpg,0.75,NA
Polyandrocarpa zorritensis,648643,Polyandrocarpa zorritensis,species,Animalia,648642,Polyandrocarpa,49,ADMMF/TMAPAGENERAL_1+1676279287.JPG,1.5,Polyandrocarpa zorritensis
Polycirrus,190344,Polycirrus,genus,Animalia,214477,Polycirrinae,248,KBPOL/11bioak-1384+1308592116.jpg,1.333,Polycirrus
Polydora cornuta,104720,Polydora cornuta,species,Animalia,104719,Polydora,64,ATCPO/HMSC174_00017+1690306352.jpg,1.333,Polydora cornuta
Polydora hoplura,920927,Polydora hoplura,species,Animalia,104719,Polydora,14,NA,NA,NA
Polydora limicola,955685,Polydora limicola,species,Animalia,104719,Polydora,1,BBPS/dFHL_12703a+1585352200.jpg,1.499,Polydora limicola
Polydora narica,896080,Polydora narica,species,Animalia,104719,Polydora,1,BHAK/Snap-4845+1501501504.jpg,1.325,Polydora narica
Polydora pygidialis,896074,Polydora pygidialis,species,Animalia,104719,Polydora,15,BHAK/Snap-1786+1501177408.jpg,1.325,Polydora pygidialis
Polydora websteri,274207,Polydora websteri,species,Animalia,104719,Polydora,99,NA,NA,Polydora websteri
Polygireulima rutila,981359,Polygireulima rutila,species,Animalia,981358,Polygireulima,2,NA,NA,NA
Polyophthalmus pictus,1162981,Polyophthalmus pictus,species,Animalia,535668,Polyophthalmus,1,NA,NA,NA
Polyschides quadrifissatus,370514,Polyschides quadrifissatus,species,Animalia,2230,Polyschides,9,CMBIA/00527Polyschides_quadrifissatusLateralVRR+1326752810.jpg,1.333,Polyschides quadrifissatus
Pontogeneia rostrata,668751,Pontogeneia rostrata,species,Animalia,111733,Pontogeneia,24,BCAMP/BCAMP009-08__BCAMP0009+1217277838.JPG,1.499,Pontogeneia rostrata
Poromya,194228,Poromya,genus,Animalia,194227,Poromyidae,14,ICBA/ZMBN_140347+1625758622.jpg,1.333,NA
Portunus xantusii,293152,Portunus xantusii,species,Animalia,4990,Portunus,15,LACSA/DNA_trawl_invert_Portunus_xantusii_T4-23_plate_1_cell_E8Corr+1287606806.jpg,1.333,Portunus xantusii
Postasterope,936222,Postasterope,genus,Animalia,370409,Cylindroleberididae,1,NA,NA,NA
Prachynella,981072,Prachynella,genus,Animalia,951546,Pakynidae,1,NA,NA,NA
Praxillella gracilis,516099,Praxillella gracilis,species,Animalia,204059,Praxillella,27,POLNB/UMBergen_NB_mald98+1361202006.JPG,1.499,Praxillella gracilis
Praxillura,516055,Praxillura,genus,Animalia,598025,Lumbriclymeninae,24,POLNB/ZMBN_95758+1403025030.jpg,1.5,Praxillura
Prionospio,32476,Prionospio,genus,Animalia,32473,Spionidae,558,CCANN/09probe-08399+1254508690.JPG,1.333,Prionospio
Prionospio multibranchiata,541649,Prionospio multibranchiata,species,Animalia,32476,Prionospio,30,QHAK/QHAK-00122_02+1603836314.jpg,1.499,Prionospio multibranchiata
Prionospio dubia,378646,Prionospio dubia,species,Animalia,32476,Prionospio,19,POLNB/ZMBN_116129+1492790432.JPG,1.499,Prionospio dubia
Prionospio ehlersi,660271,Prionospio ehlersi,species,Animalia,32476,Prionospio,1,NA,NA,NA
Prionospio heterobranchia,764849,Prionospio heterobranchia,species,Animalia,32476,Prionospio,2,FLBAR/FBAR-0267+1479844392.JPG,2.088,Prionospio heterobranchia
Prionospio jubata,370479,Prionospio jubata,species,Animalia,32476,Prionospio,26,NA,NA,Prionospio jubata
Prionospio lighti,190330,Prionospio lighti,species,Animalia,32476,Prionospio,34,BHAK/Snap-4462+1501442114.jpg,1.325,Prionospio lighti
Prionospio pygmaeus,1075830,Prionospio pygmaeus,species,Animalia,32476,Prionospio,1,NA,NA,NA
Pristes,784292,Kottelatlimia pristes,species,Animalia,497834,Kottelatlimia,6,BIFGC/Kottelatlimia_pristes_UF_166981_2006-0639_IMG_7886+1506071410.JPG,1.499,Kottelatlimia pristes
Procampylaspis,1203638,Procampylaspis,genus,Animalia,1684,Nannastacidae,2,NA,NA,Procampylaspis
Cephalothrix major,650012,Cephalothrix major,species,Animalia,104298,Cephalothrix,4,NA,NA,NA
Proceraea,153140,Proceraea,genus,Animalia,125418,Syllidae,81,BCPOL/bp2010-021+1283888672.jpg,1.333,Proceraea
Proceraea okadai,506646,Proceraea okadai,species,Animalia,153140,Proceraea,5,POIMB/dOIMB_04768a+1569688002.jpg,1.435,Proceraea okadai
Procerastea,506582,Procerastea,genus,Animalia,125418,Syllidae,2,NA,NA,NA
Proclea,524770,Proclea,genus,Animalia,100790,Terebellinae,17,POLNB/UMBergen_NB_polych302+1391199256.jpg,1.499,Proclea
Propebela,348878,Propebela,genus,Animalia,532445,Mangeliidae,36,DSMOL/CCDB-15498-D06v+1332513628.jpg,1.495,Propebela
Propebela turricula,348879,Propebela turricula,species,Animalia,348878,Propebela,26,DSMOL/CCDB-15498-D06v+1332513628.jpg,1.495,Propebela turricula
Tetrastemma albidum,152934,Tetrastemma albidum,species,Animalia,25866,Tetrastemma,1,NA,NA,NA
Prosthiostomum,751472,Prosthiostomum,genus,Animalia,149515,Prosthiostomidae,17,NA,NA,NA
Protocirrineris,942239,Protocirrineris,genus,Animalia,83730,Cirratulidae,2,NA,NA,NA
Protodorvillea gracilis,205787,Protodorvillea gracilis,species,Animalia,205786,Protodorvillea,3,BCPOL/BAMPOL0189+1217258810.JPG,1.333,Protodorvillea gracilis
Protohyale,314186,Protohyale,genus,Animalia,342176,Hyalinae,114,BCAMP/BCAMP097-08__BCAMP0097+1217278876.JPG,1.499,Protohyale
Protohyale frequens,668750,Protohyale frequens,species,Animalia,314186,Protohyale,10,POIMB/dOIMB_01714a+1572003992.jpg,1.333,Protohyale frequens
Protolaeospira eximia,205835,Protolaeospira eximia,species,Animalia,205834,Protolaeospira,27,BHAK/An_Protolaeospira_eximia_BHAK-1509dHAK_03502+1602546744.JPG,1.417,Protolaeospira eximia
Protomedeia articulata,1132759,Protomedeia articulata,species,Animalia,390642,Protomedeia,1,LHABC/CCDB31224_B05.4+1631653021.JPG,1.499,Protomedeia articulata
Protomystides,599995,Protomystides,genus,Animalia,214498,Eteoninae,51,OOBVT/R1941-END07-19_representative2_lateral1+1525877254.jpg,1.333,NA
Psamathe,211496,Psamathe,genus,Animalia,25266,Hesionidae,19,NA,NA,NA
Pseudarchaster pusillus,221722,Pseudarchaster pusillus,species,Animalia,32884,Pseudarchaster,1,"DISA/4004_2017_02_01_12_48_46_[B,Radius8,Smoothing4]+1485982130.jpg",1.499,Pseudarchaster pusillus
Pseudoceros,906225,Pseudoceros,genus,Animalia,642299,Pseudocerotidae,34,NA,NA,NA
Pseudochitinopoma occidentalis,808433,Pseudochitinopoma occidentalis,species,Animalia,808432,Pseudochitinopoma,24,BHAK/An_Pseudochitinopoma_occidentalis_BHAK-1520dHAK_03533+1602546744.JPG,1.192,Pseudochitinopoma occidentalis
Pseudocnus,2862,Pseudocnus,genus,Animalia,905,Cucumariidae,81,MACNE/MACNINVE0021+1372975246.jpg,1.333,Pseudocnus
Pseudomma,27769,Pseudomma,genus,Animalia,1149125,Pseudommini,52,CHOCR/IMG_9211+1305576258.JPG,1.499,NA
Pseudopolydora kempi,751680,Pseudopolydora kempi,species,Animalia,122709,Pseudopolydora,12,HZPLY/LC20402-3+1528831290.jpg,1.461,Pseudopolydora kempi
Pseudopolydora paucibranchiata,494715,Pseudopolydora paucibranchiata,species,Animalia,122709,Pseudopolydora,18,HZPLY/LC20401-2+1527865014.jpg,1.157,Pseudopolydora paucibranchiata
Pseudopotamilla,180117,Pseudopotamilla,genus,Animalia,30549,Sabellidae,80,NBPOL/HP_0369+1222436806.JPG,1.495,Pseudopotamilla
Pseudopusula californiana,803100,Pseudopusula californiana,species,Animalia,803099,Pseudopusula,1,NA,NA,Pseudopusula californiana
Psilodens,717761,Psilodens,genus,Animalia,532383,Limifossoridae,5,NA,NA,NA
Psolus chitonoides,33449,Psolus chitonoides,species,Animalia,33448,Psolus,13,DSPEC/IMG_0604+1224897458.JPG,1.017,Psolus chitonoides
Psychoda,386808,Psychoda,genus,Animalia,979982,Psychodini,33110,RBINA/BIOUG08005-H09+1436799770.jpg,1.333,Psychoda
Pterocirrus,299352,Pterocirrus,genus,Animalia,214498,Eteoninae,126,KBPOL/11bioak-1206+1308319126.jpg,1.333,NA
Pterocirrus montereyensis,495346,Pterocirrus montereyensis,species,Animalia,299352,Pterocirrus,7,KBPOL/11bioak-1206+1308319126.jpg,1.333,Pterocirrus montereyensis
Pteropurpura festiva,895270,Pteropurpura festiva,species,Animalia,895269,Pteropurpura,17,GASSC/BIOUG01229_G05+1482593388.jpg,1.4,Pteropurpura festiva
Pugettia dalli,201400,Pugettia dalli,species,Animalia,72583,Pugettia,9,"DISA/3482_2017_07_06_14_13_34_[B,Radius8,Smoothing4]+1499379230.jpg",1.783,Pugettia dalli
Puncturella,194458,Puncturella,genus,Animalia,484158,Emarginulinae,46,BCMOL/10BCMOL-00412+1335235172.JPG,1.502,NA
Pycnopodia helianthoides,82338,Pycnopodia helianthoides,species,Animalia,82337,Pycnopodia,122,DSPEC/IMG_0738+1225413788.JPG,1.252,Pycnopodia helianthoides
Pyromaia tuberculata,293181,Pyromaia tuberculata,species,Animalia,276636,Pyromaia,35,MEJII/UNMDP_MEJ_001+1405612090.jpg,1.333,Pyromaia tuberculata
Pyura haustor,808588,Pyura haustor,species,Animalia,79969,Pyura,8,FHL/BMBM-0132+1522880306.JPG,1.391,Pyura haustor
Quadrimaera carla,786504,Quadrimaera carla,species,Animalia,729600,Quadrimaera,2,DISMA/DISCO6045_Lat+1485289898.jpg,1.499,Quadrimaera carla
Quadrimaera reishi,1075834,Quadrimaera reishi,species,Animalia,729600,Quadrimaera,1,NA,NA,NA
Quasitetrastemma nigrifrons,955605,Quasitetrastemma nigrifrons,species,Animalia,852515,Quasitetrastemma,11,BHAK/N_Tetrastemma_nigrifrons_450BHAK-1939dHAK_04053+1632964773.JPG,1.576,Quasitetrastemma nigrifrons
Randallia,88182,Randallia,genus,Animalia,321779,Ebaliinae,5,NA,NA,NA
Randallia ornata,1075835,Randallia ornata,species,Animalia,88182,Randallia,2,NA,NA,NA
Renilla koellikeri,1075836,Renilla koellikeri,species,Animalia,371343,Renilla,1,NA,NA,NA
Rhabdus rectius,30826,Rhabdus rectius,species,Animalia,2214,Rhabdus,18,RBCMI/IMG_0884+1396638728.JPG,1.758,Rhabdus rectius
Rhachotropis,5308,Rhachotropis,genus,Animalia,1597,Eusiridae,420,WWAMP/bioug01328-e01+1315329816.jpg,1.333,Rhachotropis
Rhachotropis barnardi,981061,Rhachotropis barnardi,species,Animalia,5308,Rhachotropis,1,NA,NA,NA
Rhamphidonta retifera,722726,Rhamphidonta retifera,species,Animalia,722725,Rhamphidonta,1,RBCMI/DSC_2881+1443642002.JPG,1.499,Rhamphidonta retifera
Rhepoxynius,370420,Rhepoxynius,genus,Animalia,370419,Metharpiniinae,19,BHAK/dHAKB_00576a+1582145217.jpg,1.458,Rhepoxynius
Rhepoxynius abronius,370421,Rhepoxynius abronius,species,Animalia,370420,Rhepoxynius,1,CMBIA/00139Rhepoxynius_abroniusVRRWScale+1321990448.jpg,1.333,Rhepoxynius abronius
Rhepoxynius bicuspidatus,981347,Rhepoxynius bicuspidatus,species,Animalia,370420,Rhepoxynius,1,NA,NA,NA
Rhepoxynius fatigans,499226,Rhepoxynius fatigans,species,Animalia,370420,Rhepoxynius,8,NA,NA,NA
Rhepoxynius tridentatus,981040,Rhepoxynius tridentatus,species,Animalia,370420,Rhepoxynius,1,BHAK/dHAKB_00576a+1582145217.jpg,1.458,Rhepoxynius tridentatus
Rhizocaulus verticillatus,83434,Rhizocaulus verticillatus,species,Animalia,83433,Rhizocaulus,16,SWEMA/GNM7464_174Hydrozoa1636V+1443033426.JPG,1.499,Rhizocaulus verticillatus
Rhodine bitorquata,955737,Rhodine bitorquata,species,Animalia,256923,Rhodine,11,BHAK/11_05781a+1670548485.jpg,1.461,Rhodine bitorquata
Rhynchospio arenincola,899743,Rhynchospio arenincola,species,Animalia,715077,Rhynchospio,13,BHAK/An_Phyllochaetopterus_prolifica_5880BHAK-3645dHAK_08330+1602546716.JPG,1.224,Rhynchospio arenincola
Rictaxis punctocaelatus,370516,Rictaxis punctocaelatus,species,Animalia,370515,Rictaxis,9,CMBIA/00343Rictaxis_punctocaelatusOpercularVRR+1324594888.jpg,1.499,Rictaxis punctocaelatus
Rissoina,27188,Rissoina,genus,Animalia,671850,Rissoinidae,26,NA,NA,NA
Rocinela angustata,152162,Rocinela angustata,species,Animalia,152161,Rocinela,2,FHL/BMBM-0757+1522880306.JPG,1.626,Rocinela angustata
Rocinela belliceps,1265074,Rocinela belliceps,species,Animalia,152161,Rocinela,1,NA,NA,Rocinela belliceps
Romaleon antennarium,606032,Romaleon antennarium,species,Animalia,212126,Romaleon,44,"DISA/3226_2017_02_22_11_01_23_[B,Radius8,Smoothing4]+1487790100.jpg",1.499,Romaleon antennarium
Romaleon branneri,327625,Romaleon branneri,species,Animalia,212126,Romaleon,30,NJCGS/10BIOBC-00838+1288714872.jpg,1.339,Romaleon branneri
Romaleon jordani,1075837,Romaleon jordani,species,Animalia,212126,Romaleon,1,NA,NA,NA
Roperia poulsoni,803106,Roperia poulsoni,species,Animalia,803105,Roperia,35,GASSC/BIOUG01229_H11+1482534846.jpg,1.4,Roperia poulsoni
Rutiderma,996405,Rutiderma,genus,Animalia,516995,Rutidermatidae,3,NA,NA,NA
Rutiderma lomae,996406,Rutiderma lomae,species,Animalia,996405,Rutiderma,3,NA,NA,Rutiderma lomae
Sabellaria,362378,Sabellaria,genus,Animalia,24491,Sabellariidae,698,FLBAR/FBAR-0056+1486504410.JPG,1.382,NA
Ampharete manriquei,1075739,Ampharete manriquei,species,Animalia,177409,Ampharete,1,NA,NA,NA
Saccocirrus,205790,Saccocirrus,genus,Animalia,125425,Saccocirridae,259,KBPOL/11BIOAK-1289+1308580524.jpg,1.333,Saccocirrus
Saccoglossus,82044,Saccoglossus,genus,Animalia,82043,Harrimaniidae,46,NBPOL/HP_0243+1221833734.JPG,1.502,Saccoglossus
Salmacina,942302,Salmacina,genus,Animalia,109609,Serpulidae,2,BHAK/BHAK-0123_B2+1569435672.jpg,1.325,NA
Salvatoria,506758,Salvatoria,genus,Animalia,125418,Syllidae,5,FLBAR/FBAR-0317+1479844484.JPG,1.905,Salvatoria
Samytha californiensis,370483,Samytha californiensis,species,Animalia,370482,Samytha,2,CMBIA/00291Samytha_californiensisDorsalVRR+1323113980.jpg,1.333,Samytha californiensis
Saxicavella,673989,Saxicavella,genus,Animalia,531657,Basterotiidae,8,ICBA/ZMBN_139726+1625758614.jpg,1.333,NA
Saxicavella pacifica,981356,Saxicavella pacifica,species,Animalia,673989,Saxicavella,2,NA,NA,NA
Saxidomus nuttalli,981666,Saxidomus nuttalli,species,Animalia,26370,Saxidomus,6,BHAK/dHAK_01347a+1516240754.jpg,1.285,Saxidomus nuttalli
Scabrotrophon,469699,Scabrotrophon,genus,Animalia,269818,Trophoninae,102,AKMOL/11BIOAK-0372+1320077096.JPG,1.376,NA
Scalibregma californicum,370484,Scalibregma californicum,species,Animalia,210795,Scalibregma,27,CMBIA/00292Scalibregma_californicumLateralVRR+1323113980.jpg,1.333,Scalibregma californicum
Phyllocomus,266400,Phyllocomus,genus,Animalia,82542,Ampharetidae,13,POIMB/dOIMB_01530a+1568730736.jpg,1.58,NA
Schizocardium,938857,Schizocardium,genus,Animalia,533021,Spengelidae,4,NA,NA,NA
Scintillona bellerophon,786732,Scintillona bellerophon,species,Animalia,786731,Scintillona,3,BHAK/dHAK_04814a+1517432552.jpg,1.465,Scintillona bellerophon
Scionella japonica,955736,Scionella japonica,species,Animalia,955735,Scionella,2,BBPS/dFHL_11777a+1585286646.jpg,1.478,Scionella japonica
Scleroconcha trituberculata,996399,Scleroconcha trituberculata,species,Animalia,309030,Scleroconcha,3,NA,NA,Scleroconcha trituberculata
Scleroplax granulata,1145946,Scleroplax granulata,species,Animalia,322618,Scleroplax,1,NA,NA,Scleroplax granulata
Scolelepis,32474,Scolelepis,genus,Animalia,32473,Spionidae,372,SDP100/Su13BW49-Body+1382661680.jpg,1.499,Scolelepis
Scolelepis squamata,32475,Scolelepis squamata,species,Animalia,32474,Scolelepis,47,BCPOL/bp2010-136+1284059520.jpg,1.333,Scolelepis squamata
Scolelepis texana,764848,Scolelepis texana,species,Animalia,32474,Scolelepis,1,FLBAR/FBAR-0112+1479844094.JPG,1.667,Scolelepis texana
Scoletoma,201729,Scoletoma,genus,Animalia,82852,Lumbrineridae,152,CCANN/probe-02038+1263227258.JPG,1.333,Scoletoma
Scoletoma tetraura,1206940,Scoletoma tetraura,species,Animalia,201729,Scoletoma,17,BHAK/11_05853a+1670548753.jpg,1.42,Scoletoma tetraura
Scoloplos,82421,Scoloplos,genus,Animalia,893969,Orbiniinae,324,NBPOL/HP_0282+1221834242.JPG,1.499,Scoloplos
Scoloplos acmeceps,807532,Scoloplos acmeceps,species,Animalia,82421,Scoloplos,13,BHAK/An_Scoloplos_acmeceps_BHAK-2542dHAK_05713+1602546746.JPG,1.27,Scoloplos acmeceps
Scoloplos armiger,255565,Scoloplos armiger,species,Animalia,82421,Scoloplos,151,WSPO/ws0046+1259870202.JPG,1.333,Scoloplos armiger
Serpula columbiana,205777,Serpula columbiana,species,Animalia,205776,Serpula,17,POIMB/dOIMB_01618a+1572003390.jpg,1.565,Serpula columbiana
Sigambra,303630,Sigambra,genus,Animalia,494712,Pilarginae,64,HZPLY/BIOUG03550-e03a+1352143126.jpg,1.333,Sigambra
Sigambra bassi,497243,Sigambra bassi,species,Animalia,303630,Sigambra,32,HZPLY/BIOUG03550-d12+1351872230.jpg,1.333,Sigambra bassi
Sige,377010,Sige,genus,Animalia,210797,Phyllodocinae,25,POLNB/_93A6528+1431102672.jpg,0.667,NA
Simomactra,931789,Simomactra,genus,Animalia,888913,Mactrinae,3,NA,NA,NA
Simomactra falcata,932057,Simomactra falcata,species,Animalia,931789,Simomactra,2,WIZCO/OIMB-072p1+1534959254.jpg,1.21,Simomactra falcata
Simomactra planulata,1075841,Simomactra planulata,species,Animalia,931789,Simomactra,1,NA,NA,NA
Sinocorophium heteroceratum,299384,Sinocorophium heteroceratum,species,Animalia,299383,Sinocorophium,1,CMBIA/IMGP7910+1280264888.jpg,1.707,Sinocorophium heteroceratum
Sinum scopulosum,370517,Sinum scopulosum,species,Animalia,277724,Sinum,2,CMBIA/00344Sinum_scopulosumLateralVRR+1324594890.jpg,1.333,Sinum scopulosum
Sipunculus nudus,81958,Sipunculus nudus,species,Animalia,81957,Sipunculus,186,NA,NA,NA
Skenea,887456,Skenea,genus,Animalia,82190,Skeneidae,43,NBMM/ZMBN_125203+1531229558.jpg,1.333,NA
Solamen columbianum,370519,Solamen columbianum,species,Animalia,370518,Solamen,12,CMBIA/00345Solamen_columbianumBetterExteriorVRR+1324594892.jpg,1.333,Solamen columbianum
Solemya pervernicosa,898438,Solemya pervernicosa,species,Animalia,148878,Solemya,5,NA,NA,NA
Solen,106958,Solen,genus,Animalia,106957,Solenidae,110,CMBIA/00346Solen_sicarusWfootVRR+1323988046.JPG,1.333,NA
Solen sicarius,370520,Solen sicarius,species,Animalia,106958,Solen,8,CMBIA/00346Solen_sicarusWfootVRR+1323988046.JPG,1.333,Solen sicarius
Solenocera mutator,1075843,Solenocera mutator,species,Animalia,89892,Solenocera,1,NA,NA,NA
Spatangus californicus,893613,Spatangus californicus,species,Animalia,79273,Spatangus,1,"DISA/4013_2017_01_30_15_06_59_[B,Radius8,Smoothing4]+1485889032.jpg",1.499,Spatangus californicus
Spathoderma,807865,Spathoderma,genus,Animalia,532813,Prochaetodermatidae,2,NA,NA,NA
Sphaerephesia,941001,Sphaerephesia,genus,Animalia,125417,Sphaerodoridae,3,NA,NA,NA
Sphaerodoridium,524751,Sphaerodoridium,genus,Animalia,125417,Sphaerodoridae,7,PONOR/POLYNOR001+1363717040.jpg,1.333,NA
Sphaerodoropsis,153136,Sphaerodoropsis,genus,Animalia,125417,Sphaerodoridae,54,PONOR/POLYNOR016+1363716530.jpg,1.41,NA
Sphaerodoropsis minuta,729484,Sphaerodoropsis minuta,species,Animalia,153136,Sphaerodoropsis,4,CRYNO/HM196+1445966694.jpg,1.41,Sphaerodoropsis minuta
Sphaerodorum,401416,Sphaerodorum,genus,Animalia,125417,Sphaerodoridae,29,PONOR/POLYNOR015+1363716560.jpg,1.419,Sphaerodorum
Sphaerosyllis,153131,Sphaerosyllis,genus,Animalia,214479,Exogoninae,22,LHABC/BIOUG48554_A12.1+1640370183.jpg,1.502,Sphaerosyllis
Sphaerosyllis ranunculus,1132747,Sphaerosyllis ranunculus,species,Animalia,153131,Sphaerosyllis,1,LHABC/BIOUG48554_A12.1+1640370183.jpg,1.502,Sphaerosyllis ranunculus
Sphenia,570714,Sphenia,genus,Animalia,654,Myidae,24,FLBAR/FBAR-0269+1479843366.JPG,1.749,NA
Sphenia fragilis,752178,Sphenia fragilis,species,Animalia,570714,Sphenia,7,FLBAR/FBAR-0269+1479843366.JPG,1.749,Sphenia fragilis
Spinicirrus,386827,Tetracheledone spinicirrus,species,Animalia,386826,Tetracheledone,1,NA,NA,NA
Spio,122729,Spio,genus,Animalia,32473,Spionidae,142,CCANN/07CHU-003-0032+1188505144.JPG,1.333,Spio
Spio filicornis,666845,Spio filicornis,species,Animalia,122729,Spio,2,NA,NA,NA
Spiochaetopterus costarum,660282,Spiochaetopterus costarum,species,Animalia,156265,Spiochaetopterus,9,NA,NA,NA
Spiophanes,122711,Spiophanes,genus,Animalia,32473,Spionidae,329,HZPLY/BIOUG03550-e09+1351525132.jpg,1.333,Spiophanes
Spiophanes duplex,529986,Spiophanes duplex,species,Animalia,122711,Spiophanes,10,HZPLY/BIOUG03550-e09+1351525132.jpg,1.333,Spiophanes duplex
Spiophanes kimballi,370488,Spiophanes kimballi,species,Animalia,122711,Spiophanes,10,CMBIA/00300_Spiophanes_kimballi_DorsalVRR+1323113998.jpg,1.333,Spiophanes kimballi
Spiophanes norrisi,378647,Spiophanes norrisi,species,Animalia,122711,Spiophanes,39,KBPOL/11bioak-1443+1308664126.jpg,1.339,Spiophanes norrisi
Spiophanes wigleyi,528031,Spiophanes wigleyi,species,Animalia,122711,Spiophanes,9,POLNB/ZMBN_104628+1431535884.jpg,1.502,Spiophanes wigleyi
Spirontocaris,5646,Spirontocaris,genus,Animalia,1517,Hippolytidae,168,FCDPA/FCDPA-001_045+1213791840.JPG,1.499,Spirontocaris
Spirontocaris prionota,277586,Spirontocaris prionota,species,Animalia,5646,Spirontocaris,12,BHAK/A_Spirontocaris_prionota_53285BHAK-6904dHAKB_00761+1602546726.JPG,1.477,Spirontocaris prionota
Spirontocaris sica,8371,Spirontocaris sica,species,Animalia,5646,Spirontocaris,6,LACSA/DNA_trawl_invert_Spirontocaris_sica_T1-305_plate_2_cell_C1+1258140516.jpg,1.333,Spirontocaris sica
Spirontocaris snyderi,607493,Spirontocaris snyderi,species,Animalia,5646,Spirontocaris,4,RBCMI/IMG_8089+1401973302.JPG,1.538,Spirontocaris snyderi
Spirontocaris truncata,1075844,Spirontocaris truncata,species,Animalia,5646,Spirontocaris,1,NA,NA,NA
Stachyptilum superbum,592467,Stachyptilum superbum,species,Animalia,592466,Stachyptilum,2,KBCSM/IMG_0476+1371258180.JPG,1.499,Stachyptilum superbum
