objectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,identificationnotes,abundance,abundancenotes,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,warnings,submissionid,status,projectid,method
2377,SC-BAT,Batiquitos Lagoon,1,11/4/2022 0:00,beach seine,9,Hypsoblennius gentilis,bay blenny,,-88,marked for present/absent,{D089CCC5-B369-4621-A680-8BA38FD0CD53},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2379,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Paralichthys californicus,California halibut,,62,,{89C8743C-31C9-4DD7-8AE7-7AD9B8482DD5},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2380,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Syngnathus leptorhynchus,bay pipefish,,7,,{44E89C7D-1022-486A-B72B-44552B4003B4},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2381,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Navanax inermis,California aglaja,,-88,,{0877F039-414D-408A-B48A-64ECD290C116},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2382,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Hypsopsetta guttulata,diamond turbot,,35,,{795E9388-80CA-41F6-B536-4C21754FD47C},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2383,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Cerithidea californica,California horn snail,,-88,,{C5C5B506-12C5-4046-90F4-322284F338FD},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2384,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Acentrogobius nebulosus,shadow goby,,23,,{51CA86D0-9577-478A-AD13-AA22617E9E27},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2385,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Atherinops affinis,topsmelt silverside,,8,,{43532D55-19BD-4A68-B1CB-8936BFC13310},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2386,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Engraulis mordax,Californian anchovy,,3,,{8BB8E020-30A7-49DD-BA54-FE1CD19C4315},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2387,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Leptocottus armatus,Pacific staghorn sculpin,,15,,{EF6F6908-2C04-40DC-8FF9-128EBA459D46},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2388,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Siliqua patula,razor clam,,1,,{FD7E652E-260F-4BDF-A20A-FB34A63E4895},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2389,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Clevelandia ios,arrow goby,,47,,{ADB19DD8-B40E-4583-87C7-11C00DAE060A},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2390,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,Fundulus parvipinnis,California killifish,,2,,{2C6B3852-7A42-41DC-8B2D-10F06B588618},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2391,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,1,juvenile goby,juvenile goby,,1,,{0924EFBD-31A5-4038-AC51-F778FFFD822C},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2392,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Chlamys rubida,smooth pink scallop,,2,in wiffle ball,{69B97DE2-FBAE-4E47-9ACE-384526BE5C2F},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2393,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Paralichthys californicus,California halibut,,47,,{E14CEC13-F02D-4A5D-BD42-D57C4057A7A8},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2394,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Hypsopsetta guttulata,diamond turbot,,39,,{11248B0C-D24A-43AC-988A-F13E484D6D2A},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2395,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Acentrogobius nebulosus,shadow goby,,15,,{99593D8A-8586-4602-88BB-7E091326B024},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2396,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Bulla gouldiana,bulla snail,,-88,,{4A3C301C-8582-489D-8CB9-DA5406477D9F},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2397,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Syngnathus leptorhynchus,bay pipefish,,6,,{A0B92925-4010-4709-8BA5-11DDCAC10215},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2398,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Clevelandia ios,arrow goby,,65,,{FC313182-B2F8-4FBD-B1F9-12B7418E56E0},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2399,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Leptocottus armatus,Pacific staghorn sculpin,,16,,{477E0587-8D2C-4F58-909F-369A6037AF5C},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2400,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,2,Ctenogobius sagittula,longtail goby,,2,,{68DFDD1A-D7FC-4788-B5E8-3F37769517BD},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2401,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Paralichthys californicus,California halibut,,65,,{141C44A0-47D2-4818-B22F-B2D166612ECD},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2402,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Acentrogobius nebulosus,shadow goby,,35,,{400CE717-08BE-4FFD-A7DE-351E734CDA86},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2403,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Clevelandia ios,arrow goby,,106,,{671F27AE-F120-4563-8F78-35B4D8638218},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2404,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Chlamys rubida,smooth pink scallop,,4,,{6E692F76-28CE-44CF-ACA8-EC20F3C7A65B},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2405,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Bulla gouldiana,bulla snail,,6,,{E6CC0AD7-ECCF-4B3B-8770-EF1FD2713741},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2406,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Hypsopsetta guttulata,diamond turbot,,9,,{DA66B603-342B-41E0-92BD-01C685A6216B},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2407,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Fundulus parvipinnis,California killifish,,24,,{722A435E-F87E-4840-AD87-5EC0F89501D3},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2408,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Syngnathus leptorhynchus,bay pipefish,,20,,{FAB7D52F-E1A6-40B3-A410-79E8B59A5327},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2409,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,,5,,{C39685BC-141E-4C01-A55A-C19DEFC171E9},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2410,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Syngnathus leptorhynchus,bay pipefish,,27,,{78461959-EC28-4D50-B786-39EB208C13E3},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2411,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Paralichthys californicus,California halibut,,35,,{2298A035-B59C-465B-B5F6-F8E5B869CE31},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2412,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Hypsopsetta guttulata,diamond turbot,,21,,{AEE7899A-0F95-4A46-9B23-313BAE441ED0},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2413,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Fundulus parvipinnis,California killifish,,5,,{DBBD0691-593B-4B4F-B2E3-34EA4C031BF9},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2414,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Clevelandia ios,arrow goby,,119,,{E9A394F8-397E-4E54-A16F-8E50B3AC208F},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2415,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Leptocottus armatus,Pacific staghorn sculpin,,2,,{6A2520C2-600C-4292-AE46-7C3B49963533},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2416,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Ctenogobius sagittula,longtail goby,,26,,{3AC82B73-4769-47E8-9856-388C02581B6B},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2417,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,4,Bulla gouldiana,bulla snail,,1,,{7D3B2EDC-463F-4F35-85EB-6FCD82A4FFBB},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2418,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Hypsopsetta guttulata,diamond turbot,,15,,{6D2B2FB3-93F5-4B6C-8BD3-F74D2B12B7A7},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2419,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Syngnathus leptorhynchus,bay pipefish,,15,,{4CE58492-25F2-46A9-9D36-7660D9761C46},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2420,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Fundulus parvipinnis,California killifish,,71,,{A04AF833-4094-4F8A-A896-D792A78F39F3},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2421,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Clevelandia ios,arrow goby,,160,,{74BD8598-AF4C-418D-81B7-EC5A2D099FCC},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2422,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Paralichthys californicus,California halibut,,40,,{5298FF91-2D9E-4C94-B4F2-27DB815FCFF4},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2423,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Acentrogobius nebulosus,shadow goby,,32,,{1D548DCC-9FCD-4921-8546-7AB14E1A7EA0},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2424,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Menidia beryllina,inland silverside,,3,,{B17D31DE-1B4D-424F-8098-2AC0F7F8B515},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,invasive,EMPA,count
2425,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,juvenile goby,juvenile goby,,2,,{4D43E0EC-1139-4D95-BF86-46CDA0C46D51},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2426,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,5,Ctenogobius sagittula,longtail goby,,1,,{419E305C-EBA2-4A2B-BAD4-EB32CDA1461B},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2427,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Gillichthys mirabilis,longjaw mudsucker goby,,-88,,{E32607F3-5F14-49DE-9ACE-AC3A93198AD3},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2428,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Syngnathus leptorhynchus,bay pipefish,,-88,marked for present/absent,{B7B92FA2-5BD9-4D95-AEB8-C77B5A0E953D},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2429,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Fundulus parvipinnis,California killifish,,-88,marked for present/absent,{349C3193-AFB9-4149-881D-821B360DEDED},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2430,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Clevelandia ios,arrow goby,,-88,marked for present/absent,{C61D9022-F55D-47A4-967F-1F6F8DB4ACC0},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2431,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Acentrogobius nebulosus,shadow goby,,-88,marked for present/absent,{51DC5401-96C5-491E-A1CB-3818D826069E},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,PA
2432,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Paralichthys californicus,California halibut,,-88,marked for present/absent,{4396C039-F377-4C09-B6FB-7883AF254401},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2433,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Hypsopsetta guttulata,diamond turbot,,-88,marked for present/absent,{01970197-5C4A-443E-95EC-56ED135B8B55},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2434,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,6,Atherinops affinis,topsmelt silverside,,-88,marked for present/absent,{F04C8EE3-C36A-4CB9-A565-3D158980158A},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2435,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Syngnathus leptorhynchus,bay pipefish,,-88,marked for present/absent,{17162173-5FD4-4074-8106-61D461EC2951},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2436,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Clevelandia ios,arrow goby,,-88,marked for present/absent,{38B735FB-2121-4486-85F1-9B0E71AF9788},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2437,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Acentrogobius nebulosus,shadow goby,,-88,marked for present/absent,{C5B8FA24-8DAA-474E-B0F7-2211E34B621C},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,PA
2438,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Paralichthys californicus,California halibut,,-88,marked for present/absent,{02961723-B7CB-493C-BC44-4A2DF3E1B5B8},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2439,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Menidia beryllina,inland silverside,,-88,marked for present/absent,{99AFDB26-5A72-440B-AA96-1B4EE07D6AE2},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,invasive,EMPA,PA
2440,SC-BAT,Batiquitos Lagoon,3,11/4/2022 0:00,beach seine,7,Fundulus parvipinnis,California killifish,,-88,marked for present/absent,{138006C9-4CAE-4608-B150-35E431E99CCA},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,PA
2443,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Syngnathus leptorhynchus,bay pipefish,,162,,{5CB28946-1686-4A0F-9F3C-E83448A5DCD3},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2444,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Hypsoblennius gentilis,bay blenny,,8,,{684EAAD8-C689-4B8D-9D82-859A664730C1},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2445,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Cymatogaster aggregata,shiner surfperch,,3,,{F9B8080F-3FA1-4DDE-9D06-1325AAEEF713},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2446,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Leptocottus armatus,Pacific staghorn sculpin,,5,,{3DA2EA03-2C26-4FC8-A815-620E5C91CF55},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2447,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Atherinops affinis,topsmelt silverside,,12,,{4AD66389-7880-4755-8579-7930687142A4},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2448,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Acentrogobius nebulosus,shadow goby,,4,,{132DA63F-5236-47F9-8B69-08A6F9D6FA44},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2449,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Clevelandia ios,arrow goby,,2,,{AD5ECD25-DD35-4A63-AEF3-931764D4BA77},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2450,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,1,Paralichthys californicus,California halibut,,1,,{0261B554-97BC-4EE1-A555-871F2C8263D9},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2451,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Chlamys rubida,smooth pink scallop,,2,,{E030FEBE-6578-4114-ABB3-2ACF88E3478A},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2452,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Leptocottus armatus,Pacific staghorn sculpin,,15,,{45FBDDDB-B82B-4CDC-8044-FAABC55D85A6},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2453,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Syngnathus leptorhynchus,bay pipefish,,134,,{8D8364F2-FB85-4667-B930-36C1137C4B58},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2454,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Hypsopsetta guttulata,diamond turbot,,3,,{78283330-53EF-4CD3-B407-7FF964049FF0},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2455,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Paralichthys californicus,California halibut,,3,,{8603E381-87E8-47C0-981E-812B99CB8312},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2456,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Hypsoblennius gentilis,bay blenny,,15,,{F3B64147-A54D-4AD8-9398-D1B69B71A721},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2457,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Atherinops affinis,topsmelt silverside,,10,,{738BA2FA-738A-4A8B-A73B-B641073952F9},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2458,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Acentrogobius nebulosus,shadow goby,,14,,{EF934094-E05A-4D34-B13F-E98CB091AD23},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,,EMPA,count
2459,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,2,Clevelandia ios,arrow goby,,2,,{1C501E8F-D9D8-4B81-94D0-C11A0A1414F8},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2460,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Myliobatis californica,bat ray,,1,,{A7548D87-ADFA-4A9E-BAA4-2AE936D70D52},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2461,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Chlamys rubida,smooth pink scallop,,1,,{272AE1FF-02FB-4115-8C43-2FD55742CEFD},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2462,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Bulla gouldiana,bulla snail,,1,,{955C8543-5640-4090-A30B-791AE1856B08},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2463,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Leptocottus armatus,Pacific staghorn sculpin,,20,,{AF4C08B1-4888-4614-8BF4-E92237B820CC},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2464,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Syngnathus leptorhynchus,bay pipefish,,83,,{14A40F6A-E3EE-49C7-B972-E1DAF74DE2A6},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2465,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Atherinops affinis,topsmelt silverside,,98,,{98EA57E0-731D-433E-92DD-5F48957E14A9},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
2466,SC-BAT,Batiquitos Lagoon,2,20/4/2022 00:00:00,beach seine,3,Hypsoblennius gentilis,bay blenny,,10,,{23231406-110D-4D0B-BFAE-E476FAC71D93},checker,29/3/2023 21:53:04,checker,29/3/2023 21:53:04,sdg6263@gmail.com,CSULB,,1680126784,native,EMPA,count
